table_schema,table_name,column_name,data_type
public,trade_catalysts,created_at,timestamp without time zone
public,trade_metadata,metadata_id,integer
public,trade_metadata,trade_id,integer
public,trade_metadata,setup_type,character varying
public,trade_metadata,conviction,smallint
public,trade_metadata,notes,text
public,trade_metadata,screenshot_url,text
public,trade_metadata,tags_json,jsonb
public,trade_metadata,review_status,character varying
public,trade_metadata,created_at,timestamp with time zone
public,trade_metadata,updated_at,timestamp with time zone
public,trade_setups,symbol,text
public,trade_setups,setup,text
public,trade_setups,grade,text
public,trade_setups,score,numeric
public,trade_setups,gap_percent,numeric
public,trade_setups,relative_volume,numeric
public,trade_setups,atr,numeric
public,trade_setups,float_rotation,numeric
public,trade_setups,detected_at,timestamp without time zone
public,trade_signals,id,bigint
public,trade_signals,symbol,text
public,trade_signals,strategy,text
public,trade_signals,score,numeric
public,trade_signals,gap_percent,numeric
public,trade_signals,rvol,numeric
public,trade_signals,atr_percent,numeric
public,trade_signals,created_at,timestamp with time zone
public,trade_signals,updated_at,timestamp with time zone
public,trade_signals,signal_explanation,text
public,trade_signals,rationale,text
public,trade_signals,score_breakdown,jsonb
public,trade_signals,liquidity_surge,numeric
public,trade_signals,float_rotation,numeric
public,trade_signals,confirmation_score,numeric
public,trade_signals,catalyst_score,numeric
public,trade_signals,sector_score,numeric
public,trade_signals,confidence,text
public,trade_signals,narrative,text
public,trade_signals,triggered_alert,boolean
public,trade_signals,entered_watchlist,boolean
public,trade_signals,included_in_brief,boolean
public,trade_signals,catalyst_type,text
public,trade_signals,sector,text
public,trade_signals,include_in_briefing,boolean
public,trade_signals,signal_class,text
public,trade_signals,hierarchy_rank,numeric
public,trade_tags,tag_id,integer
public,trade_tags,user_id,integer
public,trade_tags,tag_name,character varying
public,trade_tags,colour_hex,character varying
public,trade_tags,created_at,timestamp with time zone
public,trades,trade_id,integer
public,trades,user_id,integer
public,trades,dataset_scope,character varying
public,trades,symbol,character varying
public,trades,side,character varying
public,trades,entry_price,numeric
public,trades,exit_price,numeric
public,trades,qty,numeric
public,trades,pnl_dollar,numeric
public,trades,pnl_percent,numeric
public,trades,commission_total,numeric
public,trades,opened_at,timestamp with time zone
public,trades,closed_at,timestamp with time zone
public,trades,duration_seconds,integer
public,trades,status,character varying
public,trades,created_at,timestamp with time zone
public,usage_events,id,integer
public,usage_events,ts,bigint
public,usage_events,user,text
public,usage_events,path,text
public,user_alerts,alert_id,uuid
public,user_alerts,id,uuid
public,user_alerts,user_id,text
public,user_alerts,alert_name,text
public,user_alerts,query_tree,jsonb
public,user_alerts,message_template,text
public,user_alerts,frequency,integer
public,user_alerts,enabled,boolean
public,user_alerts,created_at,timestamp with time zone
public,user_alerts,last_triggered,timestamp with time zone
public,user_feature_access,id,uuid
public,user_feature_access,feature_key,text
public,user_feature_access,enabled,boolean
public,user_feature_access,source,text
public,user_feature_access,created_at,timestamp with time zone
public,user_feature_access,updated_at,timestamp with time zone
public,user_feature_access,user_id,integer
public,user_preferences,user_id,bigint
public,user_preferences,min_price,numeric
public,user_preferences,max_price,numeric
public,user_preferences,min_rvol,numeric
public,user_preferences,min_gap,numeric
public,user_preferences,preferred_sectors,ARRAY
public,user_preferences,enabled_strategies,ARRAY
public,user_preferences,updated_at,timestamp with time zone
public,user_presets,id,integer
public,user_presets,user_id,integer
public,user_presets,name,text
public,user_presets,min_price,numeric
public,user_presets,max_price,numeric
public,user_presets,min_market_cap,bigint
public,user_presets,max_market_cap,bigint
public,user_presets,exchanges,ARRAY
public,user_presets,sectors,ARRAY
public,user_presets,include_etfs,boolean
public,user_presets,include_spacs,boolean
public,user_presets,include_warrants,boolean
public,user_presets,is_default,boolean
public,user_presets,created_at,timestamp with time zone
public,user_presets,updated_at,timestamp with time zone
public,user_roles,id,uuid
public,user_roles,role,text
public,user_roles,created_at,timestamp with time zone
public,user_roles,updated_at,timestamp with time zone
public,user_roles,user_id,integer
public,user_signal_feedback,id,bigint
public,user_signal_feedback,user_id,bigint
public,user_signal_feedback,signal_id,text
public,user_signal_feedback,rating,text
public,user_signal_feedback,created_at,timestamp with time zone
public,user_watchlists,id,integer
public,user_watchlists,user_id,integer
public,user_watchlists,symbol,text
public,user_watchlists,added_at,timestamp with time zone
public,user_watchlists,created_at,timestamp with time zone
public,users,id,integer
public,users,username,text
public,users,email,text
public,users,password,text
public,users,is_admin,integer
public,users,is_active,integer
public,users,last_login,timestamp with time zone
public,users,login_count,integer
public,users,saxo_access_token,text
public,users,saxo_refresh_token,text
public,users,saxo_token_expires,timestamp with time zone
public,users,saxo_connected_at,timestamp with time zone
public,users,broker_type,text
public,users,broker_access_token,text
public,users,broker_refresh_token,text
public,users,broker_connected_at,timestamp with time zone
public,users,broker_status,text
public,users,pplx_api_key,text
public,users,pplx_model,text
public,users,created_at,timestamp with time zone
public,users,updated_at,timestamp with time zone
public,users,trading_timezone,text
public,users,active_preset_id,integer
public,users,password_hash,text
public,users,plan,text
public,users,role,text
